asin,category,rating,review_title,body_en,sentiment_weak,manual_label
B0FH25Z9W3,gaming chair,3,Not as advertised,"I selected the model that is supposed to work with the type of chair that has arm rests attached to the back of the seat. One would think this meant the back cover would somehow fit without having to dismantle the arms. Well that wasn't the case. The cover for the bottom where you sit came with clips, but we still had to remove the arms, pull the chair cover down, and reinstall the arms poking the screws through the fabric. And it won't zipper at the bottom of the back unless we remove the main support bar. It works ok, but definitely not as described.",neutral,negative
B0CGT6ZRGJ,sneakers,3,Vallen veel te groot,"Beautiful sneakers, but unfortunately they are way too big. I have a size 37 and these felt like a size 38. Too big and also too wide. First time that I have such a deviation in size and width with Skechers. Very unfortunate.",neutral,neutral
B0CGCMS31N,phone case,3,Brak magnesu,"Solidny ale jeden bodgy minus, brak magnesu.",neutral,neutral
B0F9L7N1FY,sunglasses,3,smaller lens than expected,quality is what you would expect but they are smaller than all the other brands.,neutral,neutral
B0DS279YBH,t-shirt,3,Ridiculously Long!!,"The shirts are way too long. They look ridiculous so another waste of money and Thrift Shop donation. What a shame because I like the material and colors, the shirts washed well and fit okay other than the length. I should have read the reviews. Others wrote about the same issue.",neutral,negative
B0G7RDYJFY,desk lamp LED,3,It is ok for the price,"It is okay for the price but has some issues for example the clamp bolt is too long but clamp itself does not has enough depth so if you do not have enough gap in the area where you would like to install it then there will be struggle. Another issue is the lamp looses its settings if power cycles through, you will have to set color temperature and brightness level every single time power cycles",neutral,neutral
B0D9R4GYTN,wireless earbuds,3,"Great Audio, Great Fit, One Big Problem","I purchased these a little under a year ago, and up until about a month ago, I absolutely loved them. Honestly, I would have easily given these 4-5 stars if it weren’t for the charging case issue. Unfortunately, the case has taken a pretty sharp nosedive lately. I now have to charge it almost daily just to use one earbud at a time... which kind of defeats the whole “wireless earbuds” concept. For the price, I expected a bit more longevity. I usually buy cheaper earbuds because I have a talent for leaving them in pockets or sacrificing a single earbud to the outdoors forever, but I decided to splurge for better sound and call quality - and to be fair, these definitely delivered on that front. I also have smaller ears, and these have been some of the most comfortable earbuds I’ve used. They’re lightweight, not made of super hard plastic, and don’t feel enormous or awkward after wearing them for a while. So overall: excellent sound, calls, and comfort... but the charging case aging this badly in under a year is really disappointing.",neutral,neutral
B08F2NB5PH,t-shirt,3,runs a bit small,"These appear to be well made, my only issue is that they run a bit small. Ordered medium and a bit tight out of the package and they are going to shrink. Might buy again but order a large.",neutral,neutral
B07L4JCG7T,notebook journal,3,"Different colour, unexpected style differences",Not like picture,neutral,negative
B0DLN1G7G6,candle,3,Was sent a used product but was replaced,"Editing review after receiving replacement: Replacement produce was new condition in original packaging. I am only giving 3 stars because this candle is very lightly scented. Other Teakwood and Mahogany scented candles I’ve purchased from other places have been much more strongly scented and would fill my open living/dining/hallway with a rich scent. This candle provides a mild scent to my bathroom. It’s not adequate for a large space, but is okay for a small room. Amazon would not allow the original review to be posted. I received a used, over half burned candle, with damage to the lid. I’ve initiated a replacement and will update review once it’s been received.",neutral,neutral
B0DP74YCXR,candle,3,No smell,The box set is really nice. They are really nice looking . But I was looking and ordered these for the smell. They have no smell . I was disappointed and was hoping that they will smell good.,neutral,neutral
B0DSPJPRXD,webcam HD,3,Not awful for the price,"The webcam is okay, it is easy to install. it’s literally just plug and play. My only real complaint is that when I’m using it (primarily for work meetings) it shows me appearing very dark. Almost like i’m in a pitch black room and the only light is from my computer monitors. i tried adjusting settings on my computer but it doesn’t make a difference. Other wise, it’s great for the price!",neutral,neutral
B0B7CX57F4,notebook journal,3,Ok but could be more,"Going from 1st date to end but not that much in Between. Would be nice if you could add all ""family"" members",neutral,neutral
B0D9VPSQM7,gaming chair,3,Replacement Chair Base Recommended,"I would love to give this product 5 stars, as the chair itself is WONDERFUL. Very comfortable, great for back support, and the ability to make micro-adjustments for lumbar support are game changing. After just over 1 year of daily usage for work, the material is still in great shape, very breathable, and comfortable. Unfortunately, the portion of the chair legs where the wheels attach have broken twice within the past 5 months. I reached out to the seller initially, and they graciously provided a replacement leg the first time free of charge, but now the leg has broken a second time in the 2 months since the initial replacement (I did not reach out for a second leg replacement). For context, the chair is rated up to 400 lbs and I am ~250 lbs, so my weight being that far below the limit could be a contributing factor? Either way, I do not think that metal chair legs should not be breaking at the welding point when the user is well under the max weight limit. I have opted to purchase a replacement chair base from another seller as well as a floor mat in hopes that this will remedy the issue. The chair itself is 11/10. The base is 3/10 with regular usage, at least in my experience.",neutral,neutral
B011WTWIPW,coffee maker,3,Aero Press vs Espro P7,"Aero Press vs Espro P7. So I bought both products but at different times. Aero Press I have been using for about 3 years or so. It’s great. Very easy to use, you buy these paper filters that fit easily at the bottom. Then put the container over a cup and push the plunger down. Can’t get much easier and as important the coffee is good to very good. Also, I would give the ease of cleaning up a Solid 10 !!! Why because you just unscrew the bottom piece counter clock wise and then put the coffee plunger over your garbage can and push the plunger all the way down. The coffee grounds and paper filter just drop out. Rinse the plunger and container and you are ready for another smooth cup of Joe. So Espro P7 is better at the amount of coffee pressed since it is 18 oz. The coffee is also good to very good. It’s easy to make also. But the clean up….. wow this is a sloppy cleanup. The plunger comes out but what is left behind is a wet, wet mess. No way does it come out easily in the garbage can. You have to either use multiple paper towels or rinse the container under the kitchen sink without getting the left over coffee grinds down the drain. No way Ray is that going to work. Bottom line buy the extra large Aero Press and enjoy a good to better cup of coffee with awesome clean up no fuss, no mess, no clogged drains. Just my opinion.",neutral,neutral
B09F5JHKTL,sunglasses,3,Not so good (Arms became very loose in less than 2 weeks),Very nice But the arms became very loose in less than 2 weeks.,neutral,neutral
B0F3VWFB3K,sneakers,3,Poor quality,"The picture looks like these are great shoes, but In reality the quality Is poor & the sizing Is about a size too big. The soles are very firm & not comfortable. I wouldn't buy them again & I understand why they were on the cheaper side",neutral,negative
B07JCJMPVM,t-shirt,3,They Shrink,"When I received the shirts they fit perfectly. After washing them for the first time in warm water with the dryer set on low, there shrunk just a bit. I was able to stretch them out a bit and they are tolerable. I just ordered 6 Haines V neck Tee's to see if they are any better. I will report back after I have washed them.",neutral,neutral
B0CWRCCFTM,kitchen knife set,3,Calidad basica,"Poor quality, very plastic.",neutral,negative
B09861YKDM,sunglasses,3,Looks great but feels cheap,"The fit for these are really good considering i have a bigger head than most people. My biggest and only complaint is that the lens feel very cheap. Like they're going to break when you try and clean them so be gentle with them. Also, for some reason when I wear these, I can't see certain screens. For example, when I try and use my camera while wearing these glasses i can't see the LED screen.",neutral,neutral
B093QHHV2C,sneakers,3,Opvallende N,"Unfortunately, the letter N on the shoe is gray with a shine on it when the light falls on it, this was disturbing for me and was reason for return, otherwise a beautiful color sneaker, unfortunately for the letter N",neutral,neutral
B093TSRPQM,electric toothbrush,3,So disappointing!,"I bought these after hearing multiple social media influencers rave about them for months. Finally caved! I subscribed to these strips because it was cheaper. But I was a little lazy lol and didn’t even start trying them out until after I already had FOUR BOXES of them…ok so I was super lazy. I just don’t love the experience of using white strips so I put it off. But after I had 4 boxes I figured I better start using them. I was so certain they’d be great because these influencers rave so much! But there’s so much they don’t tell you. I have only used these, and different types of the Crest white strips in the past, so I only have the Crest to compare them to. First, sensitivity: this is the one area that I would say is purely a pro. These don’t make my teeth cold sensitive at all after use. If your teeth have a really hard time maaaaybe it would be worth all the cons to use these. Whitening: my teeth are getting whiter, 3 boxes in. It’s taking much much longer than the crest white strips took. I always brush my teeth before applying the strips and wear them for 30 min as directed - I use a timer. So I’m using them correctly but the whitening effect is sooooo slow. Not impressed at all. My teeth would get to a nice white after less than 1 box of crest strips. I’ve used 3 boxes of these already and still my teeth are not as white as they should be (and they weren’t horribly stained to begin with). Application: it’s weird I even have to mention this! With the crest strips you just put them on. With these, you dab your teeth super dry, carefully position them, try to put them on, but they flop and slide around, so you have to try to glue them down with pressure but be careful or they’ll slide…it’s annoying. They’re needlessly difficult to get to stick to your teeth. Plus - often during the whitening process the corners will come loose and be annoying sticking out and poking your tongue. The WORST PART: when you take them off. I was expecting a little residue because the strips I’ve used in the past left a little residue. With these basically all the gel stays behind stuck stubbornly on your teeth. Don’t spit in the sink - you will spit out chunks of gel and it feels so disgusting it’s nauseating. The gel thickly coats every tooth and if you have any crooked teeth it will be worse. What I do is use my wet toothbrush (which I don’t like doing since you’re not supposed to get your mouth wet after these strips but nothing else works) to scrub the gel off my teeth. I have to rinse my toothbrush several times because it gets totally gunked up with gel. Then I spit the remaining bits of gel out. It is extremely unpleasant. The first few strips I used, I thought something was wrong with my box but lucky for me I had other boxes, and none of them were old. but just in case, I tried the newest box. No, they’re all like this. All of the strips leave such a thick layer of goo on your teeth I can’t even imagine why the influencers rave over this product. To me, this is something you should use as a last resort lol if you can’t use anything else, ok try this. If you can handle sensitivity or have money for other means of whitening, avoid these!!!! They are so disgusting. I can’t believe people recommend them without even mentioning the mess of goo at the end and the slowwww whitening! These are so not worth the price. I still have some strips to use up, they were too expensive to throw away, but man do I regret buying them. Yuck!",neutral,negative
B0BHX8JVNH,yamaha acoustic guitar,3,Guitar review,It’s a decent guitar for the money. Needs some additional set up.,neutral,neutral
B0CDPLYPXB,desk lamp LED,3,Sturdy,Very good flexibility and range of angles. Thought it would be good for crafting and painting minis but even on max light is not bright enough. Good build quality and length of cable for power.,neutral,neutral
B07FBC8P59,notebook journal,3,Paper is thin,"Not very nice paper quality. When writing with gel pen, I can see some sports on the reverse.",neutral,neutral
B09BQSYYHC,kitchen knife set,3,Blade came out the handle.,"Sharp, nice, good blades, cuts fast. But 1 knife the blade came out the handle. Whatever supposed to connect to in handle isn't there.",neutral,neutral
B077ZNKJ3Z,sneakers,3,Half size makes big difference.,"Haven't had a pair of high tops in a while, I've worn size 8 most of my life but they are always very snug got 8.5 very loose fitting I'll get another pair of 8's next week keep these for when my foot/feet swell up or I gain weight again. I used to get 8 wide but the sizes said Xwide... worried me a bit I'm not a hobbit... lol Ah well, wish they were made in USA, quality is better when made here in USA.",neutral,neutral
B0BHX8JVNH,yamaha acoustic guitar,3,Great guitar but electronics defective,"This guitar came apparently undamaged (shipping box showed no signs). out of the box, aside from tuning the instrument, it looked excellent and played great. But, when I plugged it into my amplifier, there was no sound. I twiddled the knobs and replaced the battery but it did not come to life. I purchased this guitar for playing on stage with amplification so, unfortunately, I must return it for a refund and another purchase . . .",neutral,negative
B0F72ZCGWB,monitor 27 inch,3,Not reliable does out are os year 😔 sadly,Burnt out on me just after the one year disappointing,neutral,negative
B0CR6BWHQN,coffee maker,3,Really read the reviews and seriously consider before buying.,"Definitely not worth $50+. Maybe $25-30?? I'm sure we've all seen the reviews of people who say they received a used item. I didn't and that's not what this review is about. But, if you buy this, buy the paper filters and use those instead of the reusable one until you decide that you're going to keep it. I would return this but the reusable basket is stained and I feel bad returning it used because they would probably just send it to someone else. Some say who cares, but overall the machine is not THAT bad. It has annoying features that are written about in MANY reviews: It's hard to fill up, it leaks out the bottom if you so much as put one, JUST ONE, more drop than the max level, and it super slow on the strongest setting. It's also hard to fill. So I use a 24 oz water bottle. The medium setting isn't too slow. It gives me time to take the dogs out and feed them. So I've learned to use 7 scoops to get the strength I want. But I really wish I had listened to the reviews and bought something else. However, if you're willing to take the chance because you like the way it looks, use the paper filters just in case you decide to return it. It's perfect for me as I'm the only one that drinks coffee in my house. It makes 2 nice 12oz cups. If you don't care returning it used, then it doesn't matter what filter you use. I just don't feel right returning it used and stained...",neutral,neutral
B099MV5XMX,desk lamp LED,3,Connectivity Issues but otherwise good product,"At first I really liked this lamp and it was nice to control the brightness and other things from the app. But after a few months, I notice that sometimes there’s an annoying delay while it reconnects to Bluetooth. It normally doesn’t have issues but the main thing is I try to turn the brightness to 100% but after about 10 seconds it goes back down to 20%. It also has a music setting on the app but it doesn’t work at all? I’d just rather have a touch control lamp so there’s no issues with connecting and not doing what I wanted. Sometimes it struggles to turn on or off from the app but touching it always works. I really wanted to like it.",neutral,neutral
B0CNZS9RRB,desk lamp LED,3,"Batteries not included, poor service, so far","No instructions included. One sheet of ""instructions"" that only has a diagram of the light. It also does not come with any batteries (rechargeable required). The light itself is fine and does the job. No way to tell how to use it. No mention of on/off switch, can't turn it on without the power cord. There is a switch on the back that doesn't appear to do anything, the batteries that are required to turn on the light without the power cord do not charge. I emailed the seller and still waiting on a response. They say they are there 24 hours a day and to write with any questions.",neutral,neutral
B0GRWVNYPN,smartwatch,3,Not recommended,Material is hard.,neutral,negative
B0GRVFY42Q,budget laptop,3,"48 A very good model, and fast for simple tasks.","It arrived on time, well-packaged, and easy to set up. After two days of use, it has worked perfectly—fast and without any operational issues. After a week, I have found that WhatsApp is so heavy to be loaded each time I start up the laptop.",neutral,neutral
B0CNCY18SW,sneakers,3,"Great Fit, Order your size","The shoes are good quality. I read reviews before ordering and ordered my size. I wear 10.5, ordered 10.5 and fit great with enough room to feel comfortable with socks. Don’t feel heavy and honestly better than I thought they would be and ordering more. The reason I did not give 5 stars was because of delivery. One shoes was almost out of the bag, it wasn’t sealed and was open for dust and dirt to get in the bag and dirty up the shoes.",neutral,positive
B0BBMK7RCF,desk lamp LED,3,just ok …It should be brighter to be able to be of good use.,The illumination is below par. Light Very feeble even when it’s put to the last level. Rest looks ok.,neutral,negative
B0H3KB5CDG,t-shirt,3,Sleeves and body are a little short,"Football season will be starting soon, so I'm looking for a long-sleeve t-shirt that I can layer under a football jersey. This t-shirt is somewhat lightweight, but comfortable. It will be good for early autumn. The stitching is good and the collar is comfortable and non-binding. What I don't like about it are 3 things: - The sleeves are a little short for a size XXL - The body is a little short for a size XXL - The laundering instructions say to wash this shirt in warm water, but not to tumble dry. I'll be tumble-drying it on low anyway. At this price point, it's not worth the hassle of trying to remember to line dry it. If it shrinks, I'll just give it to my son, who also wears size XXL, but he's shorter so it might fit him better. Made in China.",neutral,neutral
B0F28L2J8G,sunglasses,3,The pretty pictures and low price are better than the actual sunglasses.,"The idea of having nice looking, good quality sunglasses is appealing. That's why we're both here. Unfortunately, I felt duped when I opened the package. The sunglasses feel like they're made of the same plastic that comes out of the gumball machines that are at the exit doors of the grocery store. Rather than fight with Amazon about a refund, I gave them to my kids. Amazon has a lot of bad sunglasses for sale. My advice: buy something else.",neutral,negative
B0CF4L9LPR,gaming mouse,3,Tape is difficult to apply,"Mouse is good however, the tape doesnt wanna stick i was able to pull one of with some issue. Its extremely hard to remove the grip tape as the fuzzy layer of paper on the back of the tape is super hard to remove. If someone can help me with that please do.",neutral,neutral
B072HPWW1X,water bottle,3,"Good water bottle, too large for cupholders","This set came with two bottles. Unfortunately, one of them arrived looking like it had already been used. Customer service was great—they promptly sent a replacement and issued a refund for the inconvenience. The only other downside is that these bottles don’t fit in my vehicle’s cup holders, which was disappointing. Other than that, they work well, are easy to use, and do exactly what they’re are designed to do.",neutral,neutral
B0G5BS3RLS,sneakers,3,Not true to size.,"This particular model is long and not true to size. I wear a 7 1/2 in all shoes and the fit of this Reebok was about 3/4 of an inch too long. If I size down, they would be too narrow for my foot. They they are well-made with adequate arch support, however. If not for the unusual length, I would keep them.",neutral,neutral
B0D2HJDH94,wireless earbuds,3,"Easy to pair and great for calls, but bass is very limited","I picked these up at a really good price and overall there are several things I genuinely like about them. Pairing was quick and easy right out of the case, and the Bluetooth connection has stayed stable without random disconnects so far. The charging case also looks modern and the battery display is a nice feature that makes it easy to check charge levels at a glance. For phone calls, these actually performed better than expected. Voices came through clearly and the microphone quality was solid enough for everyday conversations and work calls. They’re also lightweight and comfortable for longer listening sessions. The biggest downside for me is the sound profile, specifically the bass. I tested multiple songs that normally have deep, rich bass, and it was almost nonexistent. There’s a small amount here and there, but if you enjoy strong low-end sound or listen to bass-heavy music, these may end up feeling a little flat. The highs and mids are decent for casual listening, but the audio overall lacks the fuller sound you get from higher-quality earbuds. At the discounted price, I still think they offer fair value for basic use, especially for calls and podcasts, but music lovers looking for strong bass may want to look elsewhere.",neutral,neutral
B0DT6Z3R4F,USB-C hub,3,Almost perfect....,"Great looking USB Hub with plenty of data and charging ports. I deducted 2-Stars because: 1. The listing does not mention that it only comes with a U.S-Style power plug, which means I cannot use it until I source another figure-8 lead at my expense. 2. The connections for power and USB to PC are on the side. This is an aesthetic-only issue but for such a sleek-looking device, having the cords sticking out the side is just a little issue.",neutral,neutral
B0DSC5WL37,t-shirt,3,"Cute, but not what I expected","The shirts are cute and have a nice shiny material, but they’re definitely not cotton and are much shorter than I expected. The fabric has a different feel than I was looking for, and the length makes them a little harder to style. They’re okay overall, but I would prefer a softer, longer fit.",neutral,neutral
B0C572T6G5,notebook journal,3,Fine,They’re fine I prefer some other brands so I returned them,neutral,neutral
B08VJ25PL1,webcam HD,3,won't work,didn't use it much only to skyp with my family and it stop working right.,neutral,negative
B0DBHTL3CN,coffee maker,3,Chère comment produit,Bruyant,neutral,negative
B0DCBC8KKV,air purifier,3,Se tira algum Odor,Faz muito barulho,neutral,negative
B0BZHR5KC9,sneakers,4,Great beginner cheer shoe,"Great shoes for cheer, just a little room for improvement I bought these cheer shoes for my granddaughter and overall, we’re really happy with them. They’re lightweight, flexible, and give good support during stunts and tumbling. She says they’re comfortable enough to wear through long practices and competitions without any pinching or rubbing. The all-white design also looks clean and matches well with her uniform. The only reason I didn’t give five stars is because the sizing runs a bit snug—if you’re between sizes, I’d recommend going up half a size. Also, the material could be a touch more breathable, as her feet get warm after extended wear. That said, they’re still a great value for the price and hold up well under regular use. I’d definitely recommend them for anyone looking for affordable and dependable cheer shoes",positive,positive
B08KCVRL2V,notebook journal,5,Perfect,This was the best bang for your buck and I have extras further next school year.,positive,positive
B0D6SX8VLQ,bluetooth speaker,5,Surprisingly Good Sound for Its Size,"I’m really impressed with the sound quality of this Echo Dot Max. The bass is noticeably stronger than my older Echo, and the sound fills my living room much better than I expected from a speaker of this size. Setup was quick and easy, and Alexa responds reliably. I mainly use it for music, timers, weather, and controlling a few smart home devices. The graphite finish also looks nice and blends in well with my setup. The biggest improvement for me is definitely the sound. It has enough volume and bass for a medium-sized room without sounding too harsh or distorted. Overall, a great upgrade if you’re looking for a compact Alexa speaker with better sound.",positive,positive
B0CCF6J2Q6,gaming mouse,5,Very cool mouse,Great gaming mouse for the price,positive,positive
B09LD8VXLX,electric toothbrush,5,I highly recommended,They work very well. I got one for me and one for my husband very good price compared to other stores works very well. I really enjoyed it. It’s a very good product.,positive,positive
B0DYF64BV2,smartwatch,5,Smart klocka,Works great and easy to carry,positive,positive
B09G3FZG1H,candle,5,Long lasting,Great candle last long both burning and smell,positive,positive
B0F3KWZQ61,kitchen knife set,5,Sharp and strong,Knives are sharp out the box work well perfect different types of knives for everything you need to use a knife for. Hold firm doesn’t bend. I love the non serrated steak knives also.,positive,positive
B0CHGWX7HG,backpack,5,Worth of money,"Good bag ,nice quality, worth of money i buy 83aed",positive,positive
B097GVX9W9,notebook journal,5,Perfect journals.,Excellent journals - love them!,positive,positive
B0D1DRYBTN,electric toothbrush,5,Great toothbrush,"Works great, cleans teeth, has 3 speeds, and has a timer for all sections of your mouth, great toothbrush, own 2 in different colors 😀",positive,positive
B0DKMHKDK3,kitchen knife set,5,Knives,So far so good. No problems,positive,positive
B01B3GARVG,kitchen knife set,5,"Colorful, Sharp, and a Great Budget Friendly Knife Set","I was impressed with this knife set, especially considering the affordable price. The bright color coding is not only fun but genuinely practical. It makes it quick and easy to grab the knife I need without having to look closely at each blade, which is a nice convenience during meal preparation. The knives arrived extremely sharp right out of the box and handled everyday kitchen tasks with ease. They also come with protective sheath covers, which I appreciate for safe drawer storage. The handles provided a secure grip and did not become slippery, even when wet. Being dishwasher safe is another feature that makes cleanup simple. The knives are lightweight, which some people may enjoy, but I personally prefer a knife with a little more weight. My only real criticism was the bread knife. The handle ergonomics did not feel as comfortable or natural in my hand as the other knives in the set. Overall, I found these knives to perform comparably to another similarly priced set I have used. If you are looking for an affordable, colorful, and sharp knife set for everyday cooking, I think this is an excellent value. They offer good performance, convenient storage with the included sheaths, and easy maintenance thanks to their dishwasher safe design.",positive,positive
B0DKT8BB4M,USB-C hub,5,Solved the issue it was purchased for!,"This little hub solved like 4 problems at once for me. My son’s school MacBook only has USB-C ports, and I needed a way to connect a monitor, keyboard, mouse, and charger without a giant complicated dock taking over the desk. This worked perfectly. Setup was basically plug-and-play. HDMI connected to the monitor immediately, the USB ports worked great for our keyboard/mouse setup, and I love that it still allows pass-through charging so the laptop can stay powered while everything is connected. A few things I really like: * Compact and lightweight but still feels high quality * Clean/simple setup without a million cords * Didn’t overheat * Great for turning a laptop into an actual workstation * Anker quality is usually reliable and this feels no different Honestly one of those purchases that just quietly makes life easier. Super useful if you have a newer MacBook or any laptop with limited ports.",positive,positive
B0F5HSNDXF,USB-C hub,5,"Good value, good quality, happy customer.","I got this for use with my iPhone, I wanted to be able to charge and have an SSD and an external mic, it allows me to do that fine. I have 3D printed a clip that holds it on the side ( or when filming bottom ) of my phone - it feels like a nice metal construction and I've had no issue speed wise. The design is quite slim and low profile, but it is quite long ( not longer than the Pro Max so that's no issue for me ). The cable is long enough that it connects nicely to the usb-c in the bottom of the phone without putting a kink in the cable or pressure on the ports/plugs so that's good. The charging works as expected, I haven't exhaustively connected everything you could imagine to it, but everything I have done, has worked and at the speeds I had hoped for and expected. All round, I think its a fair price of a fair product.",positive,positive
B0HBW8PTYN,wireless earbuds,5,Great,Good set of earphones. Daughter loves them,positive,positive
B0D1D8BRK2,electric toothbrush,5,I love it,Excellent choice,positive,positive
B01NBKTPTS,instant pot,5,Instant Pot Duo Plus: Multifunctional Electric Pressure Cooker for Fast and Easy Cooking,"The Instant Pot Duo Plus is one of those appliances that truly makes life easier in the kitchen. It combines several functions in one appliance: pressure cooker, slow cooker, rice cooker, steamer, yogurt maker, sauté function, sterilizer, and even sous vide cooking. This allows you to prepare a wide variety of recipes without needing multiple utensils.",positive,positive
B0GSPDRHW1,gaming chair,5,"Excellent Chair, Highly Recommended!","I’m extremely happy with this gaming chair! The quality exceeded my expectations. It was easy to assemble, and all the parts fit perfectly. The chair is very sturdy, comfortable, and provides excellent support for my back and neck. The adjustable armrests, reclining function, and footrest make it perfect for both work and gaming. The built-in speakers are a nice bonus and sound surprisingly good. The off-white color looks elegant and matches my office perfectly. After using it for several days, I can honestly say it’s one of the best chairs I’ve purchased. Great value for the price, highly recommended!",positive,positive
B071DVQLT2,t-shirt,5,CottonPoly blend is the Best,"I absolutely love this T-shirt, my favorite tees are always the cotton polyester blend or rayon...as long as it's not anything close to 100% cotton because they feel better, they look better, they fit better and biggest best thing of all ""THEY DON'T SHRINK""!!! I have literally wasted so much money on nice shirts that I love that are 100% cotton and I feel like after wearing them just a few times and washing them that they look completely different on me as they are much shorter and much tighter and I know a lot of people say in their reviews that the material is way too thin and cheap and honestly it's because they don't know what they're talking about because it's a cotton blend tee and 100% cotton is much thicker as opposed to being mixed with polyester and rayon because what they think may look and feel thin and cheap material but it will outlast a 100% cotton t-shirt by years and for the price!!! Are you kidding me you can't beat it, I bought one shirt a few weeks ago and I just ordered two more of a different color because I love them so much and for the last 5 years or so anytime I go online looking for t-shirts I'm always searching for cotton polyester blend either 50/50 or 50/40/10 or 60/40..... You will find that your T-shirts will last a hell of a lot longer and will fit the same way they fit the very first time you put them on and if you prefer a light t-shirt that feels very comfortable opposed to a heavy 100% cotton t-shirt then you will love these...no doubt",positive,positive
B0D5FYJBT9,sneakers,5,Love love love,Love love love. Fits great. I love the room in the toe area. I love the color. They are super cute. They seem really durable. They are really comfortable.,positive,positive
B011WTM622,coffee maker,5,No more Auto Drip,"My Sister-N-Law introduced me to a French Press while on vacation and I loved it. A little extra work in preparation and cleaning than the normal way of making coffee, but it is worth it. The double filter has been great on reducing grinds in the cup. The final product has been great and a better quality of coffee is the end result. Actually, I have found that I use less coffee in the brewing process. Especially, using a better grade of coffee. I love a dark roast coffee and this press has helped to achieve my desired results.",positive,positive
B0GMLBSSTD,gaming mouse,5,Worthy of the praise,"I have been using it a full week now, and I think it's worth all the praise. It's a safe shape that will work for everyone except if your hands are on the smaller side. Switches, side buttons, scroll wheel, and sensor all feel perfect. My honest favorite thing about this mouse is the battery life is otherworldly good compared to anything I have used. I likely won't have to charge it until about 5-6 weeks of moderate to heavy use at 1000Hz, which is huge when I need to charge my other mice practically after a weekend. The first negative is the price is steep, especially when you could get the V3 Pro Se for like have the price. Two, the M1/M2 switches are on the loud side, but you won't notice them with headphones. You will annoy anyone around you though if they have to listen to you click. Three, the black version is a bit of an oil magnet, but the coating at least feels good. Might be worth using either Razer's provided grips or another brands for long-term use. Overall, it's a very good mouse if it's within your price range, and your hands are moderately large in size. Maybe it's placebo, but I also dropped my first nuke in Call of Duty on keyboard and mouse using it. That might be influencing might personal opinion of it, but I promise it's a great mouse.",positive,positive
B0DQTRH3V4,desk lamp LED,5,Great product,"Aesthetic design, sturdy base, functional control pad at base plate. I'm totally pleased with this purchase and the simple assembly confirmed the design team did their homework. Wide array of lighting options for every task. A+ product.",positive,positive
B0GZZVM9DX,smartwatch,5,Works great.,So I could sit in my favorite chair. The cord provided was not long enough.,positive,neutral
B0H7R1LD7B,wireless earbuds,5,Great sound and so comfortable!,"I absolutely love these earbuds! They are comfortable to wear, stay securely in place, and the sound quality is really good. I especially love how convenient the charging case is and the battery life is amazing. The LED display is also a nice touch because I can easily see how much battery is left. They look great, feel comfortable, and work exactly as I hoped. I’m very happy with my purchase!",positive,positive
B0FZQD1M8C,gaming chair,5,Great product at a great price,"Great chair for a great price. I was originally looking at super expensive versions, but this serves the purpose for a fraction of the price. Looks good, feels good and is very functional.",positive,positive
B0GXZ69S18,gaming chair,5,Comfortable and great customer service,"I really like the feel of the cloth vs leather chairs, leather ones tent to crack over time and our cat would leave scratch marks. It was easy to put together. Customer service is great. My teen son is on the heavy side so when he broke off one of the legs I contacted customer service for a replacement part and had one sent out with in a week. Then my son broke the backrest. I had worries that they would not cover it since they already sent a replacement part in the past but customer service was so nice and understanding and sent a replacement backrest with in a few days. I would definitely purchase this chair again. Out of the 5 name brand gaming chairs my son has gone through this is by far the best one of with great quality, comfort and stability.",positive,positive
B0CGCMS31N,phone case,5,かなりお気に入り,It is well made and feels safe. It looks like it can be used for a long time.,positive,positive
B099XVDV91,candle,5,Absolutely Stunning — My Favorite Candle Ever!,"I wasn’t sure what to expect when I ordered this, but the moment I lit it for the first time, I was completely blown away. The Jasmine, Oud & Sandalwood combination is pure sophistication in a candle. It’s warm, exotic, and incredibly inviting — like walking into a high-end spa. The scent throw is phenomenal. One candle fills my entire living room without being overpowering. It hits that perfect balance of strong enough to notice but not so heavy that it gives you a headache. The jasmine adds a fresh floral top note while the oud and sandalwood give it that deep, rich, luxurious warmth underneath. The layers of scent are just chef’s kiss. The burn is incredibly clean and even. No tunneling, no excessive soot, and the wick stays perfectly centered. It burns down slowly too, so you really get your money’s worth out of it. I’ve had cheaper candles burn out in days — this one lasts. The packaging alone feels like a gift. It looks beautiful on my coffee table and gets compliments from every single guest who comes over. People always ask where I got it! If you’re on the fence, just buy it. This is hands down the most luxurious candle I’ve ever owned, and I will be repurchasing without hesitation. Lulu Candles has a customer for life! 🕯️​​​​​​​​​​​​​​​​",positive,positive
B0CCF6J2Q6,gaming mouse,5,Best mouse,Way better than 100$ mouses. Made out of quality material. Feels so nice in my hand. Perfect size. Slides across mousepad so easily and accurately. No delay. Easy to set up. Love the color. Sounds great.,positive,positive
B0CSYYKB97,USB-C hub,5,Provides the power needed,"Well worth the money spent. Allows for more usb slots now that newer computers are downsizing the number of slots that they used to come with. No degradation in picture quality through hdmi, doesn't appear to slow down data transfer. Powers on with the computer it attaches to. Plug and play, no driver installation or software. I've only used on Windows computers, but I'm sure if whatever computer has a USB C, it would work. There are slots for charging devices. I bought a lot because there are a lot of employees needing to use it because their hdmi slots are not providing enough power to the output device they are using. They use a SMART board/tv that had a hard time reading the signal from the regular hdmi port. But once plugged into this hub, it had no issues recognizing it and broadcasting a signal.",positive,positive
